tag,shloka_ref,title,translation
karma,2.47,"Chapter 2, Verse 47","You have the right to perform your actions, but never to the results of those actions. Do not consider yourself the cause of the results of your work, and do not become attached to inaction."
karma,3.30,"Chapter 3, Verse 30","Surrendering all your actions unto Me, with your mind focused on the highest self, free from desire and selfishness, fight without any mental fever."
karma,3.35,"Chapter 3, Verse 35","It is better to perform one’s own duty imperfectly than to perform another’s duty perfectly. Even death in the course of one’s own duty is better, for following another’s path is dangerous."
karma,3.8,"Chapter 3, Verse 8","Perform your prescribed duty, for action is better than inaction. Even the maintenance of your physical body cannot be accomplished without action."
karma,3.9,"Chapter 3, Verse 9","Work must be performed as a sacrifice (Yajna), otherwise all actions cause bondage in this world. Therefore, O son of Kunti, perform your duties for that purpose, completely free from attachment."
karma,4.18,"Chapter 4, Verse 18","One who sees inaction in action, and action in inaction, is intelligent among humans. Such a person is situated in a state of harmony, even while performing all kinds of activities."
karma,4.24,"Chapter 4, Verse 24","The act of offering is Brahman, the offering itself is Brahman, it is offered by Brahman into the fire of Brahman. One who sees Brahman in every aspect of action ultimately attains Brahman."
karma,4.41,"Chapter 4, Verse 41","O Dhananjaya, actions do not bind the one who has renounced actions through yoga, whose doubts have been cut by knowledge, and who is established in self-awareness."
karma,7.1,"Chapter 7, Verse 1","The Supreme Lord said: Now hear, O son of Pritha, how by practicing yoga with your mind fully attached to Me, and taking exclusive refuge in Me, you can know Me completely, free from all doubt."
karma,7.11,"Chapter 7, Verse 11","I am the strength of the strong, devoid of passion and desire. I am sex life which is not contrary to religious principles, O Lord of the Bharatas (Arjuna)."
karma,7.13,"Chapter 7, Verse 13","Deluded by the three modes (goodness, passion and ignorance), the whole world does not know Me, who am above the modes and inexhaustible."
karma,7.14,"Chapter 7, Verse 14","This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it."
karma,7.17,"Chapter 7, Verse 17","Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is dear to Me."
karma,7.18,"Chapter 7, Verse 18","All these devotees are undoubtedly magnanimous, but he who is situated in knowledge of Me I consider to be just like My own self. Being engaged in My transcendental service, he is sure to attain Me, t"
karma,7.20,"Chapter 7, Verse 20",Those whose intelligence has been stolen by material desires surrender unto demigods and follow the particular rules and regulations of worship according to their own natures.
karma,7.23,"Chapter 7, Verse 23","Men of small intelligence worship the demigods, and their fruits are limited and temporary. Those who worship the demigods go to the planets of the demigods, but My devotees ultimately reach My suprem"
karma,7.25,"Chapter 7, Verse 25","I am never manifest to the foolish and unintelligent. For them I am covered by My internal potency, and therefore they do not know that I am unborn and infallible."
karma,7.28,"Chapter 7, Verse 28","Persons who have acted piously in previous lives and in this life and whose sinful actions are completely eradicated are freed from the dualities of delusion, and they engage themselves in My service "
karma,7.29,"Chapter 7, Verse 29",Intelligent persons who are endeavoring for liberation from old age and death take refuge in Me in devotional service. They are actually Brahman because they entirely know everything about transcenden
karma,7.3,"Chapter 7, Verse 3","Out of many thousands of people, hardly one strives for perfection; and of those who have achieved perfection, hardly one knows Me in truth."
karma,7.9,"Chapter 7, Verse 9","I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics."
karma,8.1,"Chapter 8, Verse 1","Arjuna inquired: O my Lord, O Supreme Person, what is Brahman? What is the self (adhyatma)? What are fruitive activities (karma)? What is this material manifestation (adhibhuta)? And what are the demi"
karma,8.12,"Chapter 8, Verse 12","The yogic situation is that of detachment from all sensual engagements. Closing all the doors of the senses and fixing the mind on the heart and the life air at the top of the head, one establishes hi"
karma,8.22,"Chapter 8, Verse 22","The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him."
karma,8.26,"Chapter 8, Verse 26","According to Vedic opinion, there are two ways of passing from this world—one in light and one in darkness. When one passes in light, he does not come back; but when one passes in darkness, he returns"
karma,8.3,"Chapter 8, Verse 3","The Supreme Personality of Godhead said: The indestructible, transcendental living entity is called Brahman, and his eternal nature is called adhyatma, the self. Action pertaining to the development o"
karma,8.5,"Chapter 8, Verse 5","And whoever, at the end of his life, quits his body remembering Me alone at once attains My nature. Of this there is no doubt."
karma,8.8,"Chapter 8, Verse 8","He who meditates on Me as the Supreme Personality of Godhead, his mind constantly engaged in remembering Me, undeviated from the path, he, O Partha, is sure to reach Me."
karma,9.12,"Chapter 9, Verse 12","Those who are thus bewildered embrace a destructive and ignorant nature. In this deluded state, all their hopes, all their actions, and all their knowledge become entirely vain and meaningless."
karma,9.13,"Chapter 9, Verse 13","O son of Pritha, the great souls, who take shelter of the divine nature, worship Me with an unswerving mind, knowing Me to be the original and inexhaustible source of all beings."
karma,9.16,"Chapter 9, Verse 16","I am the ritual, I am the sacrifice, I am the offering to the ancestors, I am the healing herb, I am the mantra. I am the clarified butter, I am the fire, and I am the act of offering."
karma,9.2,"Chapter 9, Verse 2","This knowledge is the king of education, the most profound secret, and the purest of all. It can be understood through direct experience, it is aligned with righteousness, it is everlasting, and it is"
karma,9.20,"Chapter 9, Verse 20","Those who study the three Vedas and drink the Soma juice, seeking purification from sin, worship Me through sacrifices to attain the heavenly planets. Having reached the pious world of Indra, they enj"
karma,9.21,"Chapter 9, Verse 21","Having enjoyed the vast heavenly realms, they return to the mortal world when their accumulated merit is exhausted. Thus, those who follow the rules of the three Vedas, driven by desires for material "
karma,9.22,"Chapter 9, Verse 22","But those who always worship Me with exclusive devotion, meditating on My transcendental form—to them I carry what they lack, and I preserve what they have."
karma,9.24,"Chapter 9, Verse 24",I am the sole enjoyer and the supreme Lord of all sacrifices. But those who do not recognize My true nature in reality fall down.
karma,9.26,"Chapter 9, Verse 26","Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that offering when it is given with sincere devotion by a disciplined and pure-hearted person."
karma,9.27,"Chapter 9, Verse 27","Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give in charity, and whatever austerity you perform, O son of Kunti, do that as an offering unto Me."
karma,9.28,"Chapter 9, Verse 28","In this way you will be freed from the bonds of actions that produce good and bad results. With your mind united in the yoga of renunciation, you will become liberated and come to Me."
karma,9.3,"Chapter 9, Verse 3","O conqueror of enemies, persons who lack faith in this path of righteousness do not attain Me. Thus, they return to the continuous cycle of birth and death in this material world."
karma,9.30,"Chapter 9, Verse 30","Even if a person of very improper conduct worships Me with exclusive devotion, he should be considered righteous, because he has made the correct determination."
karma,9.31,"Chapter 9, Verse 31","He quickly becomes righteous and attains lasting peace. O son of Kunti, declare it boldly that My devotee never perishes."
karma,9.33,"Chapter 9, Verse 33","What then can be said of the righteous brahmanas and devoted royal sages. Therefore, having come into this temporary and joyless world, engage in devotion to Me."
karma,9.34,"Chapter 9, Verse 34","Fix your mind on Me, become My devotee, worship Me, and offer your respect to Me. In this way, with your mind fully absorbed in Me and devoted to Me as the supreme goal, you will come to Me."
karma,9.8,"Chapter 9, Verse 8","Entering into My own material nature, I repeatedly create this entire multitude of beings, who are completely helpless under the control of material nature."
karma,9.9,"Chapter 9, Verse 9","O conqueror of wealth (Arjuna), these actions do not bind Me, for I remain situated as if neutral and completely unattached to these activities."
letting go,11.27,"Chapter 11, Verse 27",All the warriors rush into Your terrifying mouths with dreadful teeth. Some are seen trapped between Your teeth with their heads crushed to pieces.
letting go,11.31,"Chapter 11, Verse 31","Tell me who You are in this terrifying form. O supreme among the gods, I offer my obeisance to You. Please be gracious. I desire to understand You, the original being, for I do not comprehend Your pur"
letting go,11.33,"Chapter 11, Verse 33","Therefore arise and gain glory. Conquer your enemies and enjoy a prosperous kingdom. These warriors have already been slain by Me. O skilled archer, you are merely an instrument in this process."
letting go,11.55,"Chapter 11, Verse 55","One who performs actions for Me, who regards Me as the supreme goal, who is devoted to Me, free from attachment, and free from hostility toward all beings, such a person comes to Me, O Arjuna."
letting go,12.12,"Chapter 12, Verse 12","Knowledge is better than mechanical practice, meditation is superior to knowledge, and renouncing the results of actions is greater than meditation. From such renunciation, peace immediately follows."
letting go,12.13,"Chapter 12, Verse 13","One who has no hatred toward any being, who is friendly and compassionate, free from possessiveness and ego, balanced in both happiness and distress, and forgiving in nature, is dear to Me."
letting go,12.17,"Chapter 12, Verse 17","One who neither becomes overly joyful nor hates, neither laments nor desires, and who has renounced attachment to both good and bad outcomes, such a devoted person is dear to Me."
letting go,13.10,"Chapter 13, Verse 10","Non-attachment, absence of entanglement with children, spouse, home, and the rest, and constant even-mindedness amid desirable and undesirable events."
letting go,13.17,"Chapter 13, Verse 17","Although the Supreme Truth appears to be divided among all beings, He is never divided. He is situated as one. Although He is the maintainer of every living entity, it is to be understood that He devo"
letting go,13.19,"Chapter 13, Verse 19","Thus the field of activities, knowledge, and the knowable have been summarily described by Me. Only My devotees can understand this thoroughly and thus attain to My nature."
letting go,13.24,"Chapter 13, Verse 24","One who understands this philosophy concerning material nature, the living entity, and the interaction of the modes of nature is sure to attain liberation. He will not take birth here again, regardles"
letting go,13.9,"Chapter 13, Verse 9","Renunciation of the objects of sense gratification, absence of false ego, the perception of the evil of birth, death, old age and disease."
letting go,14.14,"Chapter 14, Verse 14","When an embodied soul passes away while the mode of goodness is predominant, it attains the pure, higher worlds of those who know the Supreme."
letting go,14.22,"Chapter 14, Verse 22","The Supreme Lord said: O son of Pandu, one who does not hate illumination, activity, and delusion when they are present, nor longs for them when they disappear..."
letting go,15.13,"Chapter 15, Verse 13","I enter into each planet, and by My energy, they stay in orbit. I become the moon and thereby supply the juice of life to all vegetables."
letting go,15.14,"Chapter 15, Verse 14","I am the fire of digestion in the bodies of all living entities, and I join with the incoming and outgoing breaths to digest the four kinds of food."
letting go,15.3,"Chapter 15, Verse 3","The real form of this tree cannot be perceived in this world. No one can understand where it ends, where it begins, or where its foundation is. But with determination, one must cut down this strongly "
letting go,18.4,"Chapter 18, Verse 4","O best of the Bharatas, now hear My conclusive judgment concerning renunciation. O tiger among men, renunciation is declared in the scriptures to be of three kinds."
letting go,18.40,"Chapter 18, Verse 40","There is no being on earth, or even among the demigods in the higher planetary systems, who is freed from these three modes born of material nature."
letting go,18.49,"Chapter 18, Verse 49","One whose intellect is unattached everywhere, who has conquered the self, and who is free from desires, attains by renunciation the supreme state of perfection consisting of freedom from action."
letting go,18.62,"Chapter 18, Verse 62","Surrender unto Him utterly, O descendant of Bharata. By His grace you will attain supreme peace and the eternal abode."
letting go,7.14,"Chapter 7, Verse 14","This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it."
letting go,7.24,"Chapter 7, Verse 24","Unintelligent men, who do not know Me perfectly, think that I, the Supreme Personality of Godhead, Krishna, was impersonal before and have now assumed this personality. Due to their small knowledge, t"
letting go,7.26,"Chapter 7, Verse 26","O Arjuna, as the Supreme Personality of Godhead, I know everything that has happened in the past, all that is happening in the present, and all things that are yet to come. I also know all living enti"
letting go,7.6,"Chapter 7, Verse 6",Know that all living beings have their source in these two natures (material and spiritual). I am the origin and the dissolution of the entire universe.
letting go,8.15,"Chapter 8, Verse 15","After attaining Me, the great souls, who are yogis in devotion, never return to this temporary world, which is full of miseries, because they have attained the highest perfection."
letting go,8.18,"Chapter 8, Verse 18","At the beginning of Brahma's day, all living entities become manifest from the unmanifest state, and thereafter, when the night falls, they are merged into the unmanifest again."
letting go,9.19,"Chapter 9, Verse 19","O Arjuna, I radiate heat, and I withhold as well as send forth the rain. I am immortality, and I am also death. Both being and non-being are in Me."
letting go,9.22,"Chapter 9, Verse 22","But those who always worship Me with exclusive devotion, meditating on My transcendental form—to them I carry what they lack, and I preserve what they have."
letting go,9.7,"Chapter 9, Verse 7","O son of Kunti, at the end of the cycle of creation, all beings merge into My material nature. At the beginning of the next cycle, I create them all again."
liberation,13.24,"Chapter 13, Verse 24","One who understands this philosophy concerning material nature, the living entity, and the interaction of the modes of nature is sure to attain liberation. He will not take birth here again, regardles"
liberation,5.26,"Chapter 5, Verse 26","For those who are free from desire and anger, who have disciplined minds and who understand the self, liberation and peace exist both in this life and beyond."
liberation,6.27,"Chapter 6, Verse 27","Supreme happiness comes to the yogi whose mind is peaceful, whose passions are quieted, and who has become pure and established in a state of higher awareness."
life purpose,10.21,"Chapter 10, Verse 21","Among the Adityas I am Vishnu; among sources of light I am the radiant sun. Among the Maruts I am Marichi, and among the stars I am the moon."
life purpose,10.31,"Chapter 10, Verse 31","Among purifiers I am the wind; among warriors I am Rama. Among aquatic creatures I am the Makara, and among rivers I am the Ganges."
life purpose,10.32,"Chapter 10, Verse 32","O Arjuna, among creations I am the beginning, the middle, and the end. Among all branches of knowledge I am the knowledge of the self, and among those who debate I am the reasoning that leads to truth"
life purpose,10.8,"Chapter 10, Verse 8","I am the source of everything, and from Me all creation proceeds. Knowing this, the wise worship Me with deep devotion and understanding."
life purpose,10.9,"Chapter 10, Verse 9","With their minds fixed on Me and their lives devoted to Me, the wise enlighten one another and constantly speak about Me. In doing so, they experience satisfaction and deep joy."
life purpose,11.28,"Chapter 11, Verse 28","Just as many rushing rivers flow toward the ocean, so too these great warriors of the human world are entering Your blazing mouths."
life purpose,12.1,"Chapter 12, Verse 1","Arjuna said: Among those devotees who are constantly devoted to You in personal worship and those who worship the imperishable, unmanifest reality, which of them are considered more perfected in yoga?"
life purpose,12.10,"Chapter 12, Verse 10","If you are unable even to practice steady discipline, then dedicate your actions to Me. By performing actions for My sake, you will attain perfection."
life purpose,13.12,"Chapter 13, Verse 12","Accepting the importance of self-realization, and the philosophical search for the Absolute Truth—all these I declare to be knowledge, and besides this whatever there may be is ignorance."
life purpose,17.22,"Chapter 17, Verse 22","And charity performed at an improper place and time, and given to unworthy persons without respect and with contempt, is said to be in the mode of ignorance."
life purpose,7.8,"Chapter 7, Verse 8","O son of Kunti, I am the taste of water, the light of the sun and the moon, the syllable Om in the Vedic mantras; I am the sound in ether and ability in man."
life purpose,7.9,"Chapter 7, Verse 9","I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics."
life purpose,9.12,"Chapter 9, Verse 12","Those who are thus bewildered embrace a destructive and ignorant nature. In this deluded state, all their hopes, all their actions, and all their knowledge become entirely vain and meaningless."
life purpose,9.26,"Chapter 9, Verse 26","Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that offering when it is given with sincere devotion by a disciplined and pure-hearted person."
life purpose,9.27,"Chapter 9, Verse 27","Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give in charity, and whatever austerity you perform, O son of Kunti, do that as an offering unto Me."
lust,2.15,"Chapter 2, Verse 15","O best among men, the person who is not disturbed by happiness and distress and is steady in both is certainly eligible for liberation."
lust,2.62,"Chapter 2, Verse 62","When a person constantly thinks about sense objects, attachment to them develops. From attachment arises desire, and from desire comes anger."
lust,3.40,"Chapter 3, Verse 40","The senses, the mind, and the intellect are said to be the places where this desire resides. Through them, it covers knowledge and confuses the embodied person."
lust,3.43,"Chapter 3, Verse 43","Thus knowing the Self to be superior to the intellect, steady the mind by the Self, O mighty-armed Arjuna, and conquer this difficult enemy in the form of desire."
meaning,10.21,"Chapter 10, Verse 21","Among the Adityas I am Vishnu; among sources of light I am the radiant sun. Among the Maruts I am Marichi, and among the stars I am the moon."
meaning,10.31,"Chapter 10, Verse 31","Among purifiers I am the wind; among warriors I am Rama. Among aquatic creatures I am the Makara, and among rivers I am the Ganges."
meaning,10.32,"Chapter 10, Verse 32","O Arjuna, among creations I am the beginning, the middle, and the end. Among all branches of knowledge I am the knowledge of the self, and among those who debate I am the reasoning that leads to truth"
meaning,10.8,"Chapter 10, Verse 8","I am the source of everything, and from Me all creation proceeds. Knowing this, the wise worship Me with deep devotion and understanding."
meaning,10.9,"Chapter 10, Verse 9","With their minds fixed on Me and their lives devoted to Me, the wise enlighten one another and constantly speak about Me. In doing so, they experience satisfaction and deep joy."
meaning,11.28,"Chapter 11, Verse 28","Just as many rushing rivers flow toward the ocean, so too these great warriors of the human world are entering Your blazing mouths."
meaning,12.1,"Chapter 12, Verse 1","Arjuna said: Among those devotees who are constantly devoted to You in personal worship and those who worship the imperishable, unmanifest reality, which of them are considered more perfected in yoga?"
meaning,12.10,"Chapter 12, Verse 10","If you are unable even to practice steady discipline, then dedicate your actions to Me. By performing actions for My sake, you will attain perfection."
meaning,13.12,"Chapter 13, Verse 12","Accepting the importance of self-realization, and the philosophical search for the Absolute Truth—all these I declare to be knowledge, and besides this whatever there may be is ignorance."
meaning,17.22,"Chapter 17, Verse 22","And charity performed at an improper place and time, and given to unworthy persons without respect and with contempt, is said to be in the mode of ignorance."
meaning,7.8,"Chapter 7, Verse 8","O son of Kunti, I am the taste of water, the light of the sun and the moon, the syllable Om in the Vedic mantras; I am the sound in ether and ability in man."
meaning,7.9,"Chapter 7, Verse 9","I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics."
meaning,9.12,"Chapter 9, Verse 12","Those who are thus bewildered embrace a destructive and ignorant nature. In this deluded state, all their hopes, all their actions, and all their knowledge become entirely vain and meaningless."
meaning,9.26,"Chapter 9, Verse 26","Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that offering when it is given with sincere devotion by a disciplined and pure-hearted person."
meaning,9.27,"Chapter 9, Verse 27","Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give in charity, and whatever austerity you perform, O son of Kunti, do that as an offering unto Me."
mental health,18.62,"Chapter 18, Verse 62","Surrender unto Him utterly, O descendant of Bharata. By His grace you will attain supreme peace and the eternal abode."
mental health,18.77,"Chapter 18, Verse 77","O King, as I remember that most wonderful form of Lord Krishna, I am struck with even greater wonder, and I rejoice again and again."
mind control,10.1,"Chapter 10, Verse 1","The Blessed Lord said: Again, O mighty-armed Arjuna, hear My supreme words. Because you are dear to Me, I will speak what is for your highest welfare."
mind control,10.10,"Chapter 10, Verse 10","To those who are constantly devoted to Me and who worship Me with love, I give the understanding by which they can come to Me."
mind control,10.11,"Chapter 10, Verse 11","Out of compassion for them, I dwell within their consciousness and destroy the darkness born of ignorance with the shining lamp of knowledge."
mind control,10.12,"Chapter 10, Verse 12","Arjuna said: You are the Supreme Reality, the supreme refuge, the purest, the eternal divine person, the original source of the gods, unborn and all-pervading."
mind control,10.14,"Chapter 10, Verse 14","O Krishna, I accept as true everything You have told me. Neither the gods nor the demons fully understand Your true nature."
mind control,10.17,"Chapter 10, Verse 17","O Krishna, how should I understand You while constantly contemplating You? In what various forms or aspects should I think of You?"
mind control,10.18,"Chapter 10, Verse 18","O Janardana, please describe again in detail Your divine power and manifestations. Hearing Your words is like nectar, and I can never become satisfied by listening to them."
mind control,10.20,"Chapter 10, Verse 20","O Arjuna, conqueror of sleep, I am the Self seated in the hearts of all beings. I am the beginning, the middle, and also the end of all living beings."
mind control,10.21,"Chapter 10, Verse 21","Among the Adityas I am Vishnu; among sources of light I am the radiant sun. Among the Maruts I am Marichi, and among the stars I am the moon."
mind control,10.22,"Chapter 10, Verse 22","Among the Vedas I am the Sama Veda; among the gods I am Indra. Among the senses I am the mind, and among all living beings I am consciousness."
mind control,10.23,"Chapter 10, Verse 23","Among the Rudras I am Shankara; among the Yakshas and Rakshasas I am Kubera, the lord of wealth. Among the Vasus I am Pavaka, and among mountains I am Meru."
mind control,10.25,"Chapter 10, Verse 25","Among the great sages I am Bhrigu; among sounds I am the single sacred syllable Om. Among sacrifices I am the sacrifice of silent repetition, and among immovable things I am the Himalayas."
mind control,10.3,"Chapter 10, Verse 3","One who knows Me as unborn, without beginning, and as the supreme Lord of all worlds, such a person among mortals is free from delusion and is released from all sinful reactions."
mind control,10.31,"Chapter 10, Verse 31","Among purifiers I am the wind; among warriors I am Rama. Among aquatic creatures I am the Makara, and among rivers I am the Ganges."
mind control,10.32,"Chapter 10, Verse 32","O Arjuna, among creations I am the beginning, the middle, and the end. Among all branches of knowledge I am the knowledge of the self, and among those who debate I am the reasoning that leads to truth"
mind control,10.34,"Chapter 10, Verse 34","I am death, the destroyer of all, and I am also the origin of all that will come into existence. Among feminine qualities I am fame, prosperity, speech, memory, intelligence, steadfastness, and patien"
mind control,10.37,"Chapter 10, Verse 37","Among the Vrishnis I am Vasudeva; among the Pandavas I am Dhananjaya. Among sages I am Vyasa, and among poets I am Ushana the seer."
mind control,10.4,"Chapter 10, Verse 4","Intelligence, knowledge, freedom from confusion, forgiveness, truthfulness, control of the senses, control of the mind, happiness and distress, birth and death, fear and fearlessness all arise from Me"
mind control,10.40,"Chapter 10, Verse 40","O mighty warrior, there is no end to My divine manifestations. What I have described to you is only a brief indication of their vastness."
mind control,10.6,"Chapter 10, Verse 6","The seven great sages, the four ancient sages, and the Manus were born from My mind. From them have come all the living beings of this world."
mind control,10.7,"Chapter 10, Verse 7",One who truly understands My divine manifestations and the power by which I sustain the universe becomes firmly established in spiritual union with Me. Of this there is no doubt.
mind control,10.8,"Chapter 10, Verse 8","I am the source of everything, and from Me all creation proceeds. Knowing this, the wise worship Me with deep devotion and understanding."
mind control,10.9,"Chapter 10, Verse 9","With their minds fixed on Me and their lives devoted to Me, the wise enlighten one another and constantly speak about Me. In doing so, they experience satisfaction and deep joy."
mind control,11.1,"Chapter 11, Verse 1","Arjuna said: By Your grace You have spoken to me the supreme and confidential knowledge concerning the self. Through these words, my confusion has now been dispelled."
mind control,11.10,"Chapter 11, Verse 10","Arjuna saw a form with many mouths and eyes, filled with many astonishing visions, adorned with numerous divine ornaments, and holding many uplifted celestial weapons."
mind control,11.14,"Chapter 11, Verse 14","Then Arjuna, filled with wonder and amazement, his hair standing on end, bowed his head to the Lord with folded hands and began to speak."
mind control,11.16,"Chapter 11, Verse 16","I see Your form everywhere, with many arms, stomachs, mouths, and eyes. O Lord of the universe, I see Your infinite form, but I cannot perceive any end, middle, or beginning of it."
mind control,11.2,"Chapter 11, Verse 2","O lotus-eyed Krishna, I have heard from You in detail about the origin and dissolution of all beings, and also about Your imperishable greatness."
mind control,11.21,"Chapter 11, Verse 21","All the hosts of gods are entering into You. Some of them, in great fear, are offering prayers with folded hands. Groups of great sages and perfected beings are crying out 'May there be peace,' and th"
mind control,11.24,"Chapter 11, Verse 24","Seeing Your form touching the sky, shining with many colors, with wide open mouths and blazing eyes, my inner self trembles with fear. O Vishnu, I find no steadiness or peace of mind."
mind control,11.25,"Chapter 11, Verse 25","Seeing Your terrifying mouths with dreadful fangs, blazing like the fires of destruction, I lose all sense of direction and find no peace. O Lord of the gods, O refuge of the universe, please be graci"
mind control,11.27,"Chapter 11, Verse 27",All the warriors rush into Your terrifying mouths with dreadful teeth. Some are seen trapped between Your teeth with their heads crushed to pieces.
mind control,11.28,"Chapter 11, Verse 28","Just as many rushing rivers flow toward the ocean, so too these great warriors of the human world are entering Your blazing mouths."
mind control,11.3,"Chapter 11, Verse 3","O Supreme Lord, what You have said about Yourself is indeed true. Yet I desire to see Your divine form, O Supreme Person."
mind control,11.34,"Chapter 11, Verse 34","Drona, Bhishma, Jayadratha, Karna, and many other great warriors have already been slain by Me. Therefore defeat them and do not be disturbed. Fight, and you will conquer your enemies in battle."
mind control,11.37,"Chapter 11, Verse 37","O great soul, why should they not bow to You? You are greater even than Brahma, the original creator. O infinite Lord of the gods, refuge of the universe, You are the imperishable reality beyond both "
mind control,11.39,"Chapter 11, Verse 39","You are Vayu, Yama, Agni, Varuna, and the Moon. You are Prajapati and the great ancestor as well. I offer my repeated obeisances to You thousands of times, and again and again I bow before You."
mind control,11.40,"Chapter 11, Verse 40","I offer my obeisances to You from the front, from behind, and from all sides. O all-pervading Lord, You possess infinite power and immeasurable strength. You pervade everything, and therefore You are "
mind control,11.41,"Chapter 11, Verse 41","Thinking of You as my friend, I rashly addressed You as ‘O Krishna,’ ‘O Yadava,’ and ‘O friend.’ Not knowing Your true greatness, whatever I said in carelessness or affection, I now ask forgiveness fo"
mind control,11.42,"Chapter 11, Verse 42","And if, in jest, I have ever shown You disrespect while playing, resting, sitting together, or eating, whether alone or in the presence of others, O Achyuta, I ask Your forgiveness for all of it, O im"
mind control,11.43,"Chapter 11, Verse 43","You are the father of the entire universe, of all that moves and does not move. You are its most worthy object of worship and the greatest teacher. No one is equal to You, and how could anyone be grea"
mind control,11.44,"Chapter 11, Verse 44","Therefore, bowing down and prostrating my body before You, I seek Your grace, O worshipable Lord. Just as a father forgives a son, a friend forgives a friend, and a beloved forgives the beloved, O Lor"
mind control,11.45,"Chapter 11, Verse 45","Seeing this form which I had never seen before, I am filled with joy, yet my mind is also greatly disturbed with fear. Therefore, O Lord of the gods, O refuge of the universe, please show me again You"
mind control,11.46,"Chapter 11, Verse 46","I wish to see You again in Your familiar form, with a crown, holding a mace and a discus. O thousand-armed universal form, please appear again in that four-armed form."
mind control,11.47,"Chapter 11, Verse 47","The Supreme Lord said: Out of My grace, O Arjuna, I have shown you this supreme form through My own divine power. This radiant, universal, infinite, and original form of Mine has never been seen befor"
mind control,11.49,"Chapter 11, Verse 49","Do not be afraid or confused after seeing this terrifying form of Mine. Free from fear and with a peaceful mind, behold again My familiar form."
mind control,11.5,"Chapter 11, Verse 5","The Blessed Lord said: O Arjuna, behold My divine forms in hundreds and thousands, of many kinds, with various colors and shapes."
mind control,11.50,"Chapter 11, Verse 50","Sanjaya said: After speaking in this way to Arjuna, Vasudeva again showed His own gentle form. The great soul then comforted the frightened Arjuna by appearing once more in His calm and pleasing appea"
mind control,11.51,"Chapter 11, Verse 51","Arjuna said: O Janardana, seeing Your gentle human form again, my mind has become calm. I have regained my awareness and returned to my normal state."
mind control,11.52,"Chapter 11, Verse 52",The Supreme Lord said: This form of Mine which you have seen is extremely difficult to behold. Even the gods constantly long to see this form.
mind control,11.54,"Chapter 11, Verse 54","But by undivided devotion, O Arjuna, I can truly be known, seen in reality, and entered into. Through such devotion one can understand Me as I am, O conqueror of enemies."
mind control,11.55,"Chapter 11, Verse 55","One who performs actions for Me, who regards Me as the supreme goal, who is devoted to Me, free from attachment, and free from hostility toward all beings, such a person comes to Me, O Arjuna."
mind control,11.6,"Chapter 11, Verse 6","Behold the Adityas, the Vasus, the Rudras, the Ashvins, and the Maruts. See many wonders that you have never seen before, O descendant of Bharata."
mind control,11.7,"Chapter 11, Verse 7","O Arjuna, behold within My body the entire universe, with all that moves and does not move, assembled together in one place. You will also see whatever else you wish to see."
mind control,11.8,"Chapter 11, Verse 8",But you cannot see Me with your ordinary eyes. Therefore I give you divine vision. Behold My supreme mystic power.
mind control,12.10,"Chapter 12, Verse 10","If you are unable even to practice steady discipline, then dedicate your actions to Me. By performing actions for My sake, you will attain perfection."
mind control,12.11,"Chapter 12, Verse 11","If you are unable to act for My sake, then practice renouncing the results of all your actions with self-control."
mind control,12.12,"Chapter 12, Verse 12","Knowledge is better than mechanical practice, meditation is superior to knowledge, and renouncing the results of actions is greater than meditation. From such renunciation, peace immediately follows."
mind control,12.13,"Chapter 12, Verse 13","One who has no hatred toward any being, who is friendly and compassionate, free from possessiveness and ego, balanced in both happiness and distress, and forgiving in nature, is dear to Me."
mind control,12.14,"Chapter 12, Verse 14","One who is always content, self-disciplined, firmly determined, and whose mind and intellect are dedicated to Me, such a devotee is dear to Me."
mind control,12.15,"Chapter 12, Verse 15","One by whom the world is not disturbed and who is not disturbed by the world, who is free from excessive joy, anger, fear, and agitation, such a person is dear to Me."
mind control,12.17,"Chapter 12, Verse 17","One who neither becomes overly joyful nor hates, neither laments nor desires, and who has renounced attachment to both good and bad outcomes, such a devoted person is dear to Me."
mind control,12.18,"Chapter 12, Verse 18","One who remains equal toward friend and enemy, balanced in honor and dishonor, and steady in heat and cold, pleasure and pain, free from attachment, such a person is dear to Me."
